Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-08-25 00:00:00+09:00,908.0,909.9000244140625,891.0,893.4000244140625,14633100,0.0,0.0
2025-08-26 00:00:00+09:00,912.2999877929688,935.2000122070312,908.7000122070312,928.2000122070312,35223200,0.0,0.0
2025-08-27 00:00:00+09:00,913.2000122070312,921.9000244140625,889.7000122070312,892.5,25988100,0.0,0.0
2025-08-28 00:00:00+09:00,888.0,898.9000244140625,877.0999755859375,895.2000122070312,17312700,0.0,0.0
2025-08-29 00:00:00+09:00,894.7999877929688,921.0,887.7000122070312,916.9000244140625,25778700,0.0,0.0
2025-09-01 00:00:00+09:00,902.7999877929688,918.0,899.0999755859375,910.4000244140625,13431500,0.0,0.0
2025-09-02 00:00:00+09:00,908.5999755859375,917.7999877929688,898.5999755859375,906.0,13717700,0.0,0.0
2025-09-03 00:00:00+09:00,901.9000244140625,904.0,878.5,881.5999755859375,17947800,0.0,0.0
2025-09-04 00:00:00+09:00,879.0999755859375,886.4000244140625,861.0,884.7999877929688,17511600,0.0,0.0
2025-09-05 00:00:00+09:00,896.0999755859375,904.4000244140625,886.2000122070312,900.2000122070312,15277200,0.0,0.0
2025-09-08 00:00:00+09:00,907.9000244140625,911.5999755859375,899.5,909.7000122070312,12646800,0.0,0.0
2025-09-09 00:00:00+09:00,910.5999755859375,916.0,906.5,907.5999755859375,12477600,0.0,0.0
2025-09-10 00:00:00+09:00,905.0,934.9000244140625,895.5,934.9000244140625,19950700,0.0,0.0
2025-09-11 00:00:00+09:00,930.0999755859375,940.7000122070312,923.5,930.4000244140625,16231500,0.0,0.0
2025-09-12 00:00:00+09:00,940.7000122070312,965.9000244140625,933.0,960.9000244140625,29226100,0.0,0.0
2025-09-16 00:00:00+09:00,974.9000244140625,976.5,956.5,974.2999877929688,20629600,0.0,0.0
2025-09-17 00:00:00+09:00,975.0,1012.0,968.2000122070312,990.2000122070312,30937500,0.0,0.0
2025-09-18 00:00:00+09:00,983.0,1002.5,981.0,995.0,16808000,0.0,0.0
2025-09-19 00:00:00+09:00,999.7999877929688,1009.0,973.5999755859375,990.5,25624200,0.0,0.0
2025-09-22 00:00:00+09:00,996.0,997.0,964.4000244140625,964.4000244140625,17075600,0.0,0.0
2025-09-24 00:00:00+09:00,975.0,979.9000244140625,953.0,970.0999755859375,16612900,0.0,0.0
2025-09-25 00:00:00+09:00,974.2000122070312,979.5,958.5,975.5,12054700,0.0,0.0
2025-09-26 00:00:00+09:00,967.5999755859375,980.5,963.0999755859375,970.0,12548500,0.0,0.0
2025-09-29 00:00:00+09:00,972.2999877929688,979.9000244140625,964.0,967.5999755859375,11859100,0.0,0.0
2025-09-30 00:00:00+09:00,962.0,965.5999755859375,946.2999877929688,959.9000244140625,12385000,0.0,0.0
2025-10-01 00:00:00+09:00,940.5,950.5999755859375,933.2999877929688,949.5999755859375,14386000,0.0,0.0
2025-10-02 00:00:00+09:00,949.5999755859375,954.7000122070312,917.0,920.9000244140625,12587700,0.0,0.0
2025-10-03 00:00:00+09:00,929.9000244140625,941.7999877929688,923.5999755859375,934.7999877929688,9887400,0.0,0.0
2025-10-06 00:00:00+09:00,950.4000244140625,959.4000244140625,939.0,958.7999877929688,12955400,0.0,0.0
2025-10-07 00:00:00+09:00,953.7999877929688,982.7000122070312,951.2999877929688,965.7000122070312,15788800,0.0,0.0
2025-10-08 00:00:00+09:00,970.0,985.4000244140625,965.2000122070312,976.0999755859375,13266700,0.0,0.0
