Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-08-25 00:00:00+09:00,1240.8326190529306,1279.203748236495,1239.8359663468639,1265.2506103515625,18663800,0.0,0.0
2025-08-26 00:00:00+09:00,1255.2840540846062,1264.7522545719453,1226.8794526225884,1239.8359375,30837600,0.0,0.0
2025-08-27 00:00:00+09:00,1253.2907562372072,1312.5915912241765,1220.8995438493669,1308.60498046875,22369900,0.0,0.0
2025-08-28 00:00:00+09:00,1295.648596989747,1369.400901741471,1283.6887637867646,1363.9193115234375,24421800,0.0,0.0
2025-08-29 00:00:00+09:00,1353.4544097810897,1372.3908116852433,1336.0129869746322,1359.434326171875,19111000,0.0,0.0
2025-09-01 00:00:00+09:00,1362.4243311866553,1396.808851615287,1352.956129909206,1382.855712890625,17414400,0.0,0.0
2025-09-02 00:00:00+09:00,1395.313829478651,1429.2000224802755,1386.343954860574,1409.2669677734375,22164300,0.0,0.0
2025-09-03 00:00:00+09:00,1401.2936917327913,1476.0426439944977,1385.347248583627,1430.6949462890625,35870400,0.0,0.0
2025-09-04 00:00:00+09:00,1439.6648081388853,1512.9187807233145,1436.6748500742146,1463.58447265625,39719000,0.0,0.0
2025-09-05 00:00:00+09:00,1503.450646008181,1539.3301443550781,1428.2033647528824,1469.564453125,39810400,0.0,0.0
2025-09-08 00:00:00+09:00,1517.4037473642143,1569.2296881608902,1514.9121155951434,1564.7447509765625,32088200,0.0,0.0
2025-09-09 00:00:00+09:00,1594.6442913467956,1595.6409440288874,1489.9957597271623,1492.9857177734375,45821800,0.0,0.0
2025-09-10 00:00:00+09:00,1485.0125738230795,1520.8920722510197,1458.1029500021243,1466.076171875,36219400,0.0,0.0
2025-09-11 00:00:00+09:00,1535.8418689604496,1624.0456362563614,1520.3937515244425,1588.1661376953125,55873100,0.0,0.0
2025-09-12 00:00:00+09:00,1582.6845554258766,1677.3665659834699,1570.7247225133385,1634.510498046875,46751700,0.0,0.0
2025-09-16 00:00:00+09:00,1632.5171021648657,1633.51375485239,1548.2999500690592,1599.6275634765625,40763000,0.0,0.0
2025-09-17 00:00:00+09:00,1587.1694303813733,1618.5639905427631,1571.7213134765625,1571.7213134765625,22545200,0.0,0.0
2025-09-18 00:00:00+09:00,1571.7213258399986,1653.4468481728331,1571.7213258399986,1633.5137939453125,27568400,0.0,0.0
2025-09-19 00:00:00+09:00,1644.47700935855,1662.4167585515524,1576.7046235183188,1633.0155029296875,61126100,0.0,0.0
2025-09-22 00:00:00+09:00,1654.4435468294112,1656.4368523075188,1609.5941735719873,1622.5506591796875,17837200,0.0,0.0
2025-09-24 00:00:00+09:00,1633.5137655140204,1690.3229690736903,1630.5238074319325,1683.8447265625,22219800,0.0,0.0
2025-09-25 00:00:00+09:00,1717.7309825839293,1848.7908167642522,1693.811317030106,1837.82763671875,47959100,0.0,0.0
2025-09-26 00:00:00+09:00,1817.3962343096234,1842.8108786610878,1774.041841004184,1786.5,29580500,0.0,0.0
2025-09-29 00:00:00+09:00,1801.0,1911.0,1795.5,1898.0,50230600,6.0,0.0
2025-09-30 00:00:00+09:00,1925.0,1974.0,1909.0,1960.5,44726400,0.0,0.0
2025-10-01 00:00:00+09:00,1940.0,2012.5,1891.5,1991.0,53163100,0.0,0.0
2025-10-02 00:00:00+09:00,2030.0,2098.0,1992.0,2096.5,53685600,0.0,0.0
