Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-08-25 00:00:00+09:00,11182.54397762523,11227.453792796416,10828.25543571921,10858.1953125,6811600,0.0,0.0
2025-08-26 00:00:00+09:00,10823.26478142194,10948.014260230399,10643.625531937758,10883.14453125,6437800,0.0,0.0
2025-08-27 00:00:00+09:00,11027.854506328158,11506.89253013246,10908.095000377083,11372.1630859375,13947800,0.0,0.0
2025-08-28 00:00:00+09:00,11007.8942305093,11561.781927511354,10962.984417238862,11536.83203125,13701000,0.0,0.0
2025-08-29 00:00:00+09:00,11626.651666220556,11666.571500267666,11442.022433752676,11651.6015625,8904400,0.0,0.0
2025-09-01 00:00:00+09:00,11157.59328125,11187.533155886627,10568.77574672965,10728.455078125,15997300,0.0,0.0
2025-09-02 00:00:00+09:00,10728.45562569591,10848.21513035484,10543.826389346723,10643.6259765625,8990200,0.0,0.0
2025-09-03 00:00:00+09:00,10463.986304840902,10803.304887925871,10429.056450699802,10673.5654296875,8308400,0.0,0.0
2025-09-04 00:00:00+09:00,10718.475612095424,11217.47354561942,10703.505674089703,11177.5537109375,10084600,0.0,0.0
2025-09-05 00:00:00+09:00,11471.962036132812,11551.801702325994,11297.312766335228,11417.072265625,9155400,0.0,0.0
2025-09-08 00:00:00+09:00,11716.471144786432,11936.030229271357,11571.761748194096,11916.0703125,10760200,0.0,0.0
2025-09-09 00:00:00+09:00,12170.559477343137,12919.056370168668,12160.579518772129,12684.52734375,21297300,0.0,0.0
2025-09-10 00:00:00+09:00,12719.456895833333,13113.66525,12714.466916666666,13098.6953125,14965100,0.0,0.0
2025-09-11 00:00:00+09:00,13567.75340585082,13777.33253164918,13273.344633895986,13672.54296875,15427400,0.0,0.0
2025-09-12 00:00:00+09:00,13971.941784274195,14061.761410030243,13677.533010962703,13922.0419921875,14632000,0.0,0.0
2025-09-16 00:00:00+09:00,14066.751785181132,14251.381021098727,13702.483292695064,14101.681640625,12837400,0.0,0.0
2025-09-17 00:00:00+09:00,13976.932270153373,14211.461301462621,13742.403238844123,13817.2529296875,12216700,0.0,0.0
2025-09-18 00:00:00+09:00,14116.651475731784,14555.769655252601,13966.952096349685,14500.8798828125,14226000,0.0,0.0
2025-09-19 00:00:00+09:00,15049.777211114348,15164.546732286639,14331.220208992178,14989.8974609375,20548100,0.0,0.0
2025-09-22 00:00:00+09:00,15134.606939894154,15578.715089465726,15069.737210181453,15468.935546875,12388300,0.0,0.0
