Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-08-25 00:00:00+09:00,19939.698877858467,20172.36169991888,19875.34533133112,20023.853515625,3871600,0.0,0.0
2025-08-26 00:00:00+09:00,19919.89941960978,20152.562260743394,19890.197780316128,20043.65625,3901400,0.0,0.0
2025-08-27 00:00:00+09:00,20177.31222146238,20241.66576878304,19959.5002151463,20132.759765625,2476800,0.0,0.0
2025-08-28 00:00:00+09:00,20018.90387801205,20578.284723268072,19994.152513177713,20543.6328125,3909700,0.0,0.0
2025-08-29 00:00:00+09:00,20444.627696475018,20523.83206527492,20098.10858297544,20459.478515625,3199400,0.0,0.0
2025-09-01 00:00:00+09:00,20093.158358623983,20192.163819863817,19810.992794090464,20083.2578125,3325300,0.0,0.0
2025-09-02 00:00:00+09:00,20207.0138586873,20335.720953328622,20068.406218304342,20132.759765625,2225600,0.0,0.0
2025-09-03 00:00:00+09:00,19865.44522191887,19929.798769859302,19672.384578097583,19746.638671875,4300500,0.0,0.0
2025-09-04 00:00:00+09:00,19791.190909338435,19939.69909525143,19756.538999292072,19885.24609375,2120200,0.0,0.0
2025-09-05 00:00:00+09:00,19979.301802201706,20108.00890003551,19840.694158380684,20038.705078125,2535500,0.0,0.0
2025-09-08 00:00:00+09:00,20276.31844660194,20588.185649271847,20152.561620145632,20395.125,3295100,0.0,0.0
2025-09-09 00:00:00+09:00,20855.49972171221,21177.267460119827,20672.339624464796,20810.947265625,4812700,0.0,0.0
2025-09-10 00:00:00+09:00,20885.201295157356,21053.510573193704,20771.345018838652,20939.654296875,3056800,0.0,0.0
2025-09-11 00:00:00+09:00,20989.15794352955,21246.57214472378,20900.05302773155,21192.119140625,3863400,0.0,0.0
2025-09-12 00:00:00+09:00,21781.200880008855,22380.183904209098,21612.891600481515,22360.3828125,9504400,0.0,0.0
2025-09-16 00:00:00+09:00,22805.908514572697,23088.07408551488,22533.64348997936,22786.107421875,6365500,0.0,0.0
2025-09-17 00:00:00+09:00,23266.283263530928,24310.79087387242,23221.730806217784,24008.82421875,10301800,0.0,0.0
2025-09-18 00:00:00+09:00,24058.32678071597,25607.76222976208,23924.66940971199,25201.83984375,10516200,0.0,0.0
2025-09-19 00:00:00+09:00,26335.45290230867,26335.45290230867,23993.973725092124,25355.298828125,12196400,0.0,0.0
2025-09-22 00:00:00+09:00,25533.508875704887,26879.98317081767,25295.895764802633,26335.453125,9058500,0.0,0.0
2025-09-24 00:00:00+09:00,25840.42446340121,27048.29104751422,25776.070915886994,26983.9375,7667800,0.0,0.0
2025-09-25 00:00:00+09:00,26488.911731362172,27771.032482328872,26459.210092343637,27444.314453125,7835700,0.0,0.0
2025-09-26 00:00:00+09:00,26949.286871350538,27068.0934262573,26251.298361273308,26281.0,6076800,0.0,0.0
2025-09-29 00:00:00+09:00,25910.0,26690.0,25875.0,26505.0,4125000,264.0,0.0
